retiring_code,flow,last_period,boundary,total_value_cad,description,deciding_layer,outcome,official_destinations,n_official,candidates_before,candidates_after,n_after,official_outside_structural_field,at_hs_revision_boundary,note
3004909914,imports,199712,199801,61924264.00,"Antihistamines agents, for human use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909915,imports,199712,199801,116976986.00,"Medicaments, for human use, acting on the nervous system, in dosage, nes",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909916,imports,199712,199801,23048265.00,"Local anaesthetics, for human use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909919,imports,199712,199801,492424909.00,"Medicaments, for human use, acting on the central nervous system, in dosage, nes",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909921,imports,199712,199801,270583468.00,"Histamine H2 receptor antagonist, for human use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909922,imports,199712,199801,69723767.00,"Laxatives, for human use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909923,imports,199712,199801,67925751.00,"Antacids, for human use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909929,imports,199712,199801,665980987.00,"Gastro-intestinal agents, for human use, in dosage, nes",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909930,imports,199712,199801,1142787624.00,"Medicaments, for human use, acting on the cardio-vascular system, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909940,imports,198912,199001,45447503.00,"Anti-infective agents, for human use, in dosage",none,silent_no_source,,0,69,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090;3004901010;3004901020;3004901090;3004909100;3004909911;3004909912;3004909913;3004909914;3004909915;3004909916;3004909919;3004909921;3004909922;3004909923;3004909929;3004909930;3004909941;3004909949;3004909950;3004909960;3004909971;3004909979;3004909981;3004909982;3004909983;3004909984;3004909989;3004909991;3004909992;3004909993;3004909999,69,,no,no official source reaches 199001
3004909941,imports,199712,199801,15348385.00,"Anti-infective agents, containing sulfonamides, for human use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909949,imports,199712,199801,526326356.00,"Anti-infective agents, for human use, in dosage, nes",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909950,imports,199712,199801,148659591.00,"Haematological agents, for human use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909960,imports,199712,199801,367961271.00,"Antineoplastic agents, for human use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909971,imports,199712,199801,97818164.00,"Cough/cold preparations, for human use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909979,imports,199712,199801,171116815.00,"Medicaments, prim affecting eyes,ears & respiratory system,human use, in dos,nes",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909981,imports,199712,199801,41243804.00,"Diuretics, for human use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909982,imports,199712,199801,73229634.00,"Medicaments affecting electrolytic, caloric/water balance, for human use, in dos",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909983,imports,199712,199801,146213780.00,"Dermatological agents, for human use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909984,imports,199712,199801,2455445.00,"Medicaments cont hyaluronic acid or its sodium salt, for human use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909989,imports,199712,199801,1883788320.00,"Medicaments nes, for human use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909991,imports,199712,199801,4778034.00,"Anaesthetic, for veterinary use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3004909992,imports,199106,199107,69111.00,"Coccidiostats, in dosage",none,silent_no_source,,0,67,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090;3004901010;3004901020;3004901090;3004909100;3004909911;3004909912;3004909913;3004909914;3004909915;3004909916;3004909919;3004909921;3004909922;3004909923;3004909929;3004909930;3004909941;3004909949;3004909950;3004909960;3004909971;3004909979;3004909981;3004909982;3004909983;3004909984;3004909989;3004909991;3004909999,67,,no,no official source reaches 199107
3004909993,imports,199106,199107,161155.00,"Tranquilizers, for veterinary use, in dosage",none,silent_no_source,,0,67,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090;3004901010;3004901020;3004901090;3004909100;3004909911;3004909912;3004909913;3004909914;3004909915;3004909916;3004909919;3004909921;3004909922;3004909923;3004909929;3004909930;3004909941;3004909949;3004909950;3004909960;3004909971;3004909979;3004909981;3004909982;3004909983;3004909984;3004909989;3004909991;3004909999,67,,no,no official source reaches 199107
3004909999,imports,199712,199801,393958224.00,"Medicaments nes, for veterinary use, in dosage",none,silent_no_source,,0,38,3004900011;3004900012;3004900019;3004900020;3004900021;3004900022;3004900023;3004900024;3004900025;3004900026;3004900027;3004900029;3004900031;3004900032;3004900033;3004900034;3004900035;3004900036;3004900039;3004900041;3004900042;3004900043;3004900049;3004900050;3004900061;3004900069;3004900071;3004900072;3004900073;3004900074;3004900075;3004900076;3004900077;3004900078;3004900079;3004900081;3004900089;3004900090,38,,no,no official source reaches 199801
3005101000,imports,199712,199801,64532479.00,"Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",none,silent_no_source,,0,3,3005100010;3005100091;3005100099,3,,no,no official source reaches 199801
3005109100,imports,199712,199801,85056257.00,"Adhesive dressings, nes, packaged for retail sale",none,silent_no_source,,0,3,3005100010;3005100091;3005100099,3,,no,no official source reaches 199801
3005109900,imports,199712,199801,9717032.00,"Wadding, gauze, bandages & sim articles, nes, with adhesive layer, pack ret sale",none,silent_no_source,,0,3,3005100010;3005100091;3005100099,3,,no,no official source reaches 199801
3005900010,imports,201112,201201,41610750.00,"Bandages & slabs of tex fab, coated w plaster;o art used for orthopaedic casts",cbsa_concordance,decided,3005900090,1,4,3005900090,1,,yes,named by Canada's concordance at 201201
3005900050,imports,201112,201201,47297369.00,"Dressings and sim articles, of woven fabric solely of cotton, nes",cbsa_concordance,decided,3005900090,1,4,3005900090,1,,yes,named by Canada's concordance at 201201
3005900060,imports,201112,201201,1670276.00,"Dressings and similar articles, of paper, nes",cbsa_concordance,decided,3005900090,1,4,3005900090,1,,yes,named by Canada's concordance at 201201
3005901000,imports,199712,199801,10103909.00,Bandages & slabs of tex fab coated w plaster;o art used for orthopaedic casts,none,silent_no_source,,0,7,3005900010;3005900020;3005900030;3005900040;3005900050;3005900060;3005900090,7,,no,no official source reaches 199801
3005902000,imports,199712,199801,35108734.00,"Dressings & sim articles coated or impreg w pharm substances, nes",none,silent_no_source,,0,7,3005900010;3005900020;3005900030;3005900040;3005900050;3005900060;3005900090,7,,no,no official source reaches 199801
3005903000,imports,199712,199801,102059460.00,"Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes",none,silent_no_source,,0,7,3005900010;3005900020;3005900030;3005900040;3005900050;3005900060;3005900090,7,,no,no official source reaches 199801
3005909100,imports,199712,199801,21207608.00,"Dressings/sim art of woven fab o/t of cotton; of knit fab, n-wov or felts, nes",none,silent_no_source,,0,7,3005900010;3005900020;3005900030;3005900040;3005900050;3005900060;3005900090,7,,no,no official source reaches 199801
3005909200,imports,199712,199801,46712311.00,"Dressings and sim articles of woven fabric solely of cotton, nes",none,silent_no_source,,0,7,3005900010;3005900020;3005900030;3005900040;3005900050;3005900060;3005900090,7,,no,no official source reaches 199801
3005909300,imports,199712,199801,1808053.00,"Dressings and similar articles of paper, nes",none,silent_no_source,,0,7,3005900010;3005900020;3005900030;3005900040;3005900050;3005900060;3005900090,7,,no,no official source reaches 199801
3005909900,imports,199712,199801,19543614.00,"Dressings and similar articles packaged for medical use, nes",none,silent_no_source,,0,7,3005900010;3005900020;3005900030;3005900040;3005900050;3005900060;3005900090,7,,no,no official source reaches 199801
3006200010,imports,201112,201201,300034808.00,"Blood-grouping reagents, of human origin",cbsa_concordance,decided,3006200090,1,2,3006200090,1,,yes,named by Canada's concordance at 201201
3006200020,imports,202112,202201,101885670.00,"Blood-grouping reagents, of animal origin",wco_correlation,correlated_left_chapter,,0,17,3006100010;3006100090;3006300010;3006300090;3006400010;3006400090;3006500000;3006600000;3006701000;3006709000;3006910000;3006920000;3006931000;3006932000;3006933000;3006934000;3006939000,17,,yes,"the WCO 2017 to 2022 correlation sends this subheading to 382213, outside Chapter 30"
3006200090,imports,202112,202201,159377979.00,"Blood-grouping reagents, other than of animal origin, nes",wco_correlation,correlated_left_chapter,,0,17,3006100010;3006100090;3006300010;3006300090;3006400010;3006400090;3006500000;3006600000;3006701000;3006709000;3006910000;3006920000;3006931000;3006932000;3006933000;3006934000;3006939000,17,,yes,"the WCO 2017 to 2022 correlation sends this subheading to 382213, outside Chapter 30"
3006201000,imports,199712,199801,140148071.00,"Blood-grouping reagents, of human origin",none,silent_no_source,,0,4,3002900099;3006200010;3006200020;3006200090,4,,no,no official source reaches 199801
3006202000,imports,199712,199801,6909500.00,"Blood-grouping reagents, of animal origin",none,silent_no_source,,0,3,3006200010;3006200020;3006200090,3,,no,no official source reaches 199801
3006209000,imports,199712,199801,15915707.00,"Blood-grouping reagents, except of human or animal origin",none,silent_no_source,,0,4,3002900099;3006200010;3006200020;3006200090,4,,no,no official source reaches 199801
3006300020,imports,201112,201201,17763781.00,"Allergenics, prepared for parenteral administration",cbsa_concordance,decided,3006300090,1,2,3006300090,1,,yes,named by Canada's concordance at 201201
3006301000,imports,199712,199801,207390256.00,Opacifying preparations for X-ray examinations,none,silent_no_source,,0,3,3006300010;3006300020;3006300090,3,,no,no official source reaches 199801
3006309100,imports,199712,199801,8572971.00,Allergenics prepared for parenteral administration,none,silent_no_source,,0,3,3006300010;3006300020;3006300090,3,,no,no official source reaches 199801
3006309900,imports,199712,199801,53976365.00,"Diagnostic reagents designed to be administered to the patient, nes",none,silent_no_source,,0,3,3006300010;3006300020;3006300090,3,,no,no official source reaches 199801
3006400020,imports,201112,201201,32178939.00,"Points, for filling dental root canals",cbsa_concordance,decided,3006400090,1,2,3006400090,1,,yes,named by Canada's concordance at 201201
3006400030,imports,201112,201201,18807739.00,"Dental fillings of composition metals, except those in powder or pellet form",cbsa_concordance,decided,3006400090,1,2,3006400090,1,,yes,named by Canada's concordance at 201201
3006401010,imports,199712,199801,82885877.00,Dental cements and bone reconstruction cements,none,silent_no_source,,0,4,3006400010;3006400020;3006400030;3006400090,4,,no,no official source reaches 199801
3006401020,imports,199712,199801,12822836.00,Points for filling dental root canals,none,silent_no_source,,0,4,3006400010;3006400020;3006400030;3006400090,4,,no,no official source reaches 199801
3006402000,imports,199712,199801,12771217.00,"Dental fillings of composition metals, except those in powder or pellet form",none,silent_no_source,,0,4,3006400010;3006400020;3006400030;3006400090,4,,no,no official source reaches 199801
3006409000,imports,199712,199801,83063425.00,"Dental fillings, nes",none,silent_no_source,,0,4,3006400010;3006400020;3006400030;3006400090,4,,no,no official source reaches 199801
3006600010,imports,201612,201701,866902008.00,"Chem contraceptive prep,based on horm,o prod of 29.37/spermicides,in dosage,nes",cbsa_concordance,decided,3006600000,1,1,3006600000,1,,yes,named by Canada's concordance at 201701
3006600011,imports,201111,201112,143242802.00,"Contraceptive prep, cont norethesterone acetate & ethinylestradiol, in dosage",cbsa_concordance,decided,3006600010,1,4,3006600010,1,,yes,named by Canada's concordance at 201112
3006600019,imports,201112,201201,1419821056.00,"Contraceptive prep, based on hormones,o prod of 29.37/spermicides,in dosage,nes",cbsa_concordance,decided,3006600010,1,3,3006600010,1,,yes,named by Canada's concordance at 201201
3006600090,imports,201612,201701,45460381.00,"Contraceptive prep, based on horm,on o prod of 29.37/spermicides,o/t in dos,nes",cbsa_concordance,decided,3006600000,1,1,3006600000,1,,yes,named by Canada's concordance at 201701
3006801100,imports,200612,200701,177848.00,"Waste pharm,chem/biolog prep,incl kit w ancill mat f med diag;f insem anml semen",wco_correlation,forced,,0,27,3006920000,1,,yes,"the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 27 candidate(s)"
3006801900,imports,200612,200701,168927.00,"Waste of gel prep f human/vet med as lub f pts of body f oper/examin,etc,nes",wco_correlation,forced,,0,27,3006920000,1,,yes,"the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 27 candidate(s)"
3006809010,imports,200510,200511,53.00,Waste pharmaceuticals of the goods of heading 30.01,wco_correlation,correlated_no_candidate,,0,7,3006801100;3006801900;3006809020;3006809041;3006809042;3006809050;3006809060,7,,yes,"the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under"
3006809020,imports,200511,200512,539.00,Waste pharmaceuticals of the goods of heading 30.02,wco_correlation,correlated_no_candidate,,0,6,3006801100;3006801900;3006809041;3006809042;3006809050;3006809060,6,,yes,"the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under"
3006809030,imports,200501,200502,7134.00,Waste pharmaceuticals of the goods of heading 30.03,wco_correlation,correlated_no_candidate,,0,9,3006801100;3006801900;3006809010;3006809020;3006809041;3006809042;3006809043;3006809050;3006809060,9,,yes,"the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under"
3006809041,imports,200610,200611,171.00,Waste pharmaceuticals of the goods of subheadings 3004.10 to 3004.39,wco_correlation,correlated_no_candidate,,0,4,3006801100;3006801900;3006809050;3006809060,4,,yes,"the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under"
3006809042,imports,200604,200605,86732.00,Waste pharmaceuticals of the goods of subheadings 3004.40 or 3004.50,wco_correlation,correlated_no_candidate,,0,5,3006801100;3006801900;3006809041;3006809050;3006809060,5,,yes,"the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under"
3006809043,imports,200508,200509,36718.00,Waste pharmaceuticals of the goods of subheading 3004.90,wco_correlation,correlated_no_candidate,,0,8,3006801100;3006801900;3006809010;3006809020;3006809041;3006809042;3006809050;3006809060,8,,yes,"the WCO 2002 to 2007 correlation sends this subheading to 300692, which no candidate trades under"
3006809050,imports,200612,200701,8220.00,Waste pharmaceuticals of the goods of heading 30.05,wco_correlation,forced,,0,27,3006920000,1,,yes,"the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 27 candidate(s)"
3006809060,imports,200612,200701,259506.00,Waste pharmaceuticals of the goods of heading 30.06,wco_correlation,forced,,0,27,3006920000,1,,yes,"the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 27 candidate(s)"
