link_id,row,verdict,why,retiring_code,retiring_description,retiring_last_traded,proposed_successor,proposed_successor_description,proposed_successor_traded,proposed_successor_wording_match,second_alternative,second_alternative_description,second_alternative_traded,second_alternative_wording_match,how_they_relate,how_the_second_relates,what_this_points_to,check_this_again,decision,correct_successor_if_rejected,reason,decided_by,decided_on
imports:3002.90.00.99:2016-12,85,CONFIRM - the evidence supports this link,,3002.90.00.99,"Human blood;anml blood therap/prophltc/diag uses;toxins,micro-organisms cult,nes",2016-12,3002.90.00.90,"Human blood;animal blood for therap/prophltc/diagnostic uses;toxins,sim prod,nes",2017-01 to 2026-06,0.7875,,,,,unknown,,,,accept,,,analysts,2026-08-12
imports:3004.90.99.29:1997-12,86,CONFIRM - the evidence supports this link,,3004.90.99.29,"Gastro-intestinal agents, for human use, in dosage, nes",1997-12,3004.90.00.49,"Gastro-intestinal agents, for human use, in dosage, nes",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.00.36:2017-12,87,CONFIRM - the evidence supports this link,,3004.90.00.36,"Local anaesthetics, for human use,in doses/pack f retail sale,o/t No 30.02/05/06",2017-12,3004.90.00.27,"Local anaesthetics, for human use,in doses/pack f retail sale,o/t No 30.02/05/06",2018-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.49:1997-12,88,CONFIRM - the evidence supports this link,,3004.90.99.49,"Anti-infective agents, for human use, in dosage, nes",1997-12,3004.90.00.69,"Anti-infective agents, for human use, in dosage, nes",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.19:1997-12,89,CONFIRM - the evidence supports this link,,3004.90.99.19,"Medicaments, for human use, acting on the central nervous system, in dosage, nes",1997-12,3004.90.00.39,"Medicaments, for human use, acting on the central nervous system, in dosage, nes",1998-01 to 2017-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.00.34:2017-12,90,CONFIRM - the evidence supports this link,,3004.90.00.34,"Antihistaminic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",2017-12,3004.90.00.25,"Antihistaminic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",2018-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.12:1997-12,91,CONFIRM - the evidence supports this link,,3004.90.99.12,"Antidepressants & tranquilizers, for human use, in dosage",1997-12,3004.90.00.32,"Antidepressants & tranquilizers, for human use, in dosage",1998-01 to 2017-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.99:1997-12,92,CONFIRM - the evidence supports this link,,3004.90.99.99,"Medicaments nes, for veterinary use, in dosage",1997-12,3004.90.00.89,"Medicaments nes, for veterinary use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.10.10.29:1997-12,93,CONFIRM - the evidence supports this link,,3002.10.10.29,"Antisera & o blood fract, human orig, therapeutic/prophylactic use in humans,nes",1997-12,3002.10.00.29,"Antisera & o blood fract, human orig, therapeutic/prophylactic use in humans,nes",1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.13:1997-12,94,CONFIRM - the evidence supports this link,,3004.90.99.13,"Antihypertensive agents, for human use, in dosage",1997-12,3004.90.00.33,"Antihypertensive agents, for human use, in dosage",1998-01 to 2017-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.60:1997-12,95,CONFIRM - the evidence supports this link,,3004.90.99.60,"Antineoplastic agents, for human use, in dosage",1997-12,3004.90.00.72,"Antineoplastic agents, for human use, in dosage",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.39.99.50:1997-12,96,CONFIRM - the evidence supports this link,,3004.39.99.50,"Hormones, nes, for human use, in dosage",1997-12,3004.39.00.85,"Hormones, nes, for human use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.21:1997-12,97,CONFIRM - the evidence supports this link,,3004.90.99.21,"Histamine H2 receptor antagonist, for human use, in dosage",1997-12,3004.90.00.41,"Histamine H2 receptor antagonist, for human use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.31.10.00:1997-12,98,CONFIRM - the evidence supports this link,,3004.31.10.00,"Insulin, w/n mixed w zinc, globin or protamine, prepr for parentl admin, in dos",1997-12,3004.31.00.10,"Insulin, w/n mixed w zinc, globin or protamine, prepr for parentl admin, in dos",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3003.90.99.90:1997-12,99,CONFIRM - the evidence supports this link,,3003.90.99.90,"Medicaments nes, formulated, in bulk",1997-12,3003.90.00.99,"Medicaments nes, formulated, in bulk",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
exports:3002.30.90:2016-12,100,CONFIRM - the evidence supports this link,,3002.30.90,"Vaccines, veterinary use, nes",2016-12,3002.30.00,"Vaccines, for veterinary medecine",2017-01 to 2021-12,0.7797,,,,,"same class (asserted, no source)",,,,accept,,,analysts,2026-08-12
imports:3004.90.99.11:1997-12,101,CONFIRM - the evidence supports this link,,3004.90.99.11,"Analgesics, for human use, in dosage",1997-12,3004.90.00.31,"Analgesics, for human use, in dosage",1998-01 to 2017-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3006.30.10.00:1997-12,102,CONFIRM - the evidence supports this link,,3006.30.10.00,Opacifying preparations for X-ray examinations,1997-12,3006.30.00.10,Opacifying preparations for X-ray examinations,1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.32.90.19:1997-12,103,CONFIRM - the evidence supports this link,,3004.32.90.19,"Adrenal cortical hormones, nes, for human use, in dosage",1997-12,3004.32.00.89,"Adrenal cortical hormones, nes, for human use, in dosage",1998-01 to 2001-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.40.90.90:1997-12,104,CONFIRM - the evidence supports this link,,3004.40.90.90,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",1997-12,3004.40.00.90,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.79:1997-12,105,CONFIRM - the evidence supports this link,,3004.90.99.79,"Medicaments, prim affecting eyes,ears & respiratory system,human use, in dos,nes",1997-12,3004.90.00.74,"Medicaments, prim affecting eyes,ears & respiratory system,human use, in dos,nes",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3006.20.10.00:1997-12,106,CONFIRM - the evidence supports this link,,3006.20.10.00,"Blood-grouping reagents, of human origin",1997-12,3006.20.00.10,"Blood-grouping reagents, of human origin",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.39.99.30:1997-12,107,CONFIRM - the evidence supports this link,,3004.39.99.30,"Unmixed single estrogens, for human use, in dosage",1997-12,3004.39.00.83,"Unmixed single estrogens, for human use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.50.99.49:1997-12,108,CONFIRM - the evidence supports this link,,3004.50.99.49,"Multivitamins mixed with other supplements, nes, for human use, in dosage,",1997-12,3004.50.00.69,"Multivitamins mixed with other supplements, nes, for human use, in dosage,",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.15:1997-12,109,CONFIRM - the evidence supports this link,,3004.90.99.15,"Medicaments, for human use, acting on the nervous system, in dosage, nes",1997-12,3004.90.00.35,"Medicaments, for human use, acting on the nervous system, in dosage, nes",1998-01 to 2017-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3005.90.30.00:1997-12,110,CONFIRM - the evidence supports this link,,3005.90.30.00,"Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes",1997-12,3005.90.00.30,"Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.10.10.10:1997-12,111,CONFIRM - the evidence supports this link,,3002.10.10.10,"Antisera & o blood fractions, human origin, for diagnostic use",1997-12,3002.10.00.10,"Antisera & o blood fractions, human origin, for diagnostic use",1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.71:1997-12,112,CONFIRM - the evidence supports this link,,3004.90.99.71,"Cough/cold preparations, for human use, in dosage",1997-12,3004.90.00.73,"Cough or cold preparations, for human use, in dosage",1998-01 to 2026-06,0.9691,,,,,same family (from the tariff structure),,,,accept,,,analysts,2026-08-12
exports:3002.90.00:1996-12,113,CONFIRM - the evidence supports this link,,3002.90.00,"Human blood;animal blood for therap,prophtc or diag uses; microbial prep nes",1996-12,3002.90.90,"Human blood;animal blood for therap,prophtc or diag uses; microbial prep, nes",1997-01 to 2026-06,1.0000,,,,,unknown,,,,accept,,,analysts,2026-08-12
imports:3005.10.91.00:1997-12,114,CONFIRM - the evidence supports this link,,3005.10.91.00,"Adhesive dressings, nes, packaged for retail sale",1997-12,3005.10.00.91,"Adhesive dressings, nes, packaged for retail sale",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3006.40.90.00:1997-12,115,CONFIRM - the evidence supports this link,,3006.40.90.00,"Dental fillings, nes",1997-12,3006.40.00.90,"Dental fillings, nes",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3006.40.10.10:1997-12,116,CONFIRM - the evidence supports this link,,3006.40.10.10,Dental cements and bone reconstruction cements,1997-12,3006.40.00.10,Dental cements and bone reconstruction cements,1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.10.10.21:1997-12,117,CONFIRM - the evidence supports this link,,3002.10.10.21,"Blood plasma, for therapeutic or prophylactic use in humans",1997-12,3002.10.00.21,"Blood plasma, for therapeutic or prophylactic use in humans",1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.82:1997-12,118,CONFIRM - the evidence supports this link,,3004.90.99.82,"Medicaments affecting electrolytic, caloric/water balance, for human use, in dos",1997-12,3004.90.00.76,"Medicaments affecting electrolytic, caloric/water balance, for human use, in dos",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.50.99.19:1997-12,119,CONFIRM - the evidence supports this link,,3004.50.99.19,"Single vitamin only, nes, for human use, in dosage",1997-12,3004.50.00.39,"Single vitamin only, nes, for human use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.10.10.90:1997-12,120,CONFIRM - the evidence supports this link,,3002.10.10.90,"Antisera & o blood fractions, of human origin, for other uses",1997-12,3002.10.00.30,"Antisera & o blood fractions, of human origin, for other uses",1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.22:1997-12,121,CONFIRM - the evidence supports this link,,3004.90.99.22,"Laxatives, for human use, in dosage",1997-12,3004.90.00.42,"Laxatives, for human use, in dosage",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.90.90.90:1997-12,122,CONFIRM - the evidence supports this link,,3002.90.90.90,"Human blood, animal blood for therap, prophltc or diag uses, microbial prep, nes",1997-12,3002.90.00.99,"Human blood, animal blood for therap, prophltc or diag uses, microbial prep, nes",1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.23:1997-12,123,CONFIRM - the evidence supports this link,,3004.90.99.23,"Antacids, for human use, in dosage",1997-12,3004.90.00.43,"Antacids, for human use, in dosage",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.10.20:1997-12,124,CONFIRM - the evidence supports this link,,3004.90.10.20,"Dextrose (glucose) solutions, in dosage",1997-12,3004.90.00.12,"Dextrose (glucose) solutions, in dosage",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3005.10.10.00:1997-12,125,CONFIRM - the evidence supports this link,,3005.10.10.00,"Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",1997-12,3005.10.00.10,"Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.14:1997-12,126,CONFIRM - the evidence supports this link,,3004.90.99.14,"Antihistamines agents, for human use, in dosage",1997-12,3004.90.00.34,"Antihistamines agents, for human use, in dosage",1998-01 to 2017-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.50.99.30:1997-12,127,CONFIRM - the evidence supports this link,,3004.50.99.30,"Multivitamins not mixed with o supplements, for human use, in dosage",1997-12,3004.50.00.50,"Multivitamins not mixed with o supplements, for human use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3006.30.99.00:1997-12,128,CONFIRM - the evidence supports this link,,3006.30.99.00,"Diagnostic reagents designed to be administered to the patient, nes",1997-12,3006.30.00.90,"Diagnostic reagents designed to be administered to the patient, nes",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3005.90.92.00:1997-12,129,CONFIRM - the evidence supports this link,,3005.90.92.00,"Dressings and sim articles of woven fabric solely of cotton, nes",1997-12,3005.90.00.50,"Dressings and sim articles of woven fabric solely of cotton, nes",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.40.90.50:1997-12,130,CONFIRM - the evidence supports this link,,3004.40.90.50,"Morphine or its derivs, for human use, in dosage",1997-12,3004.40.00.40,"Morphine or its derivs, for human use, in dosage",1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.81:1997-12,131,CONFIRM - the evidence supports this link,,3004.90.99.81,"Diuretics, for human use, in dosage",1997-12,3004.90.00.75,"Diuretics, for human use, in dosage",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3003.39.99.00:1997-12,132,CONFIRM - the evidence supports this link,,3003.39.99.00,"Hormones, nes, not cont antibiotics, in bulk, o/t contraceptives",1997-12,3003.39.00.90,"Hormones, nes, not containing antibiotics, in bulk, o/t contraceptives",1998-01 to 2011-12,0.9524,,,,,unknown,,,,accept,,,analysts,2026-08-12
exports:3002.39.00:1995-12,133,CONFIRM - the evidence supports this link,,3002.39.00,"Vaccines, veterinary use, nes",1995-12,3002.30.90,"Vaccines, veterinary use, nes",1996-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.10.21.90:1997-12,134,CONFIRM - the evidence supports this link,,3002.10.21.90,"Blood albumin nes, of animal origin, for parenteral administration in humans",1997-12,3002.10.00.49,"Blood albumin nes, of animal origin, for parenteral administration in humans",1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.39.99.60:1997-12,135,CONFIRM - the evidence supports this link,,3004.39.99.60,"Hormones, nes, for vet use, in dosage",1997-12,3004.39.00.90,"Hormones, nes, for vet use, in dosage",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3005.90.20.00:1997-12,136,CONFIRM - the evidence supports this link,,3005.90.20.00,"Dressings & sim articles coated or impreg w pharm substances, nes",1997-12,3005.90.00.20,"Dressings & sim articles coated or impreg w pharm substances, nes",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.10.21.20:1997-12,137,CONFIRM - the evidence supports this link,,3002.10.21.20,"Sera and antisera, of animal origin, for parenteral administration in humans",1997-12,3002.10.00.42,"Sera and antisera, of animal origin, for parenteral administration in humans",1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.30.10.00:1997-12,138,CONFIRM - the evidence supports this link,,3002.30.10.00,Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc,1997-12,3002.30.00.10,Vacc agnst foot and mth disse; vacc prepr for parentl admin; bovi intrnsl vacc,1998-01 to 2021-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.90.90.10:1997-12,139,CONFIRM - the evidence supports this link,,3002.90.90.10,Bacteria culture inoculants for seeds,1997-12,3002.90.00.91,Bacteria culture inoculants for seeds,1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.39.99.40:1997-11,140,CONFIRM - the evidence supports this link,,3004.39.99.40,"Unmixed single progestational hormones, for human use, in dosage",1997-11,3004.39.00.84,"Unmixed single progestational hormones, for human use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.50.10.00:1997-12,141,CONFIRM - the evidence supports this link,,3004.50.10.00,"Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc",1997-12,3004.50.00.10,"Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.30.90.00:1997-12,142,CONFIRM - the evidence supports this link,,3002.30.90.00,"Vaccines, veterinary use, nes",1997-12,3002.30.00.90,"Vaccines, veterinary use, nes",1998-01 to 2021-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.39.10.00:1997-12,143,CONFIRM - the evidence supports this link,,3004.39.10.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",1997-12,3004.39.00.10,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.10.21.10:1997-12,144,CONFIRM - the evidence supports this link,,3002.10.21.10,"Bovine albumin, for parenteral administration in humans",1997-12,3002.10.00.41,"Bovine albumin, for parenteral administration in humans",1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.10.10:1997-12,145,CONFIRM - the evidence supports this link,,3004.90.10.10,"Mixtures of amino acids, nes, in dosage",1997-12,3004.90.00.11,"Mixtures of amino acids, nes, in dosage",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3001.90.20.00:1997-12,146,CONFIRM - the evidence supports this link,,3001.90.20.00,"Bone, organs & o human/animal tissue, living/preserved,for grafting/implantation",1997-12,3001.90.00.20,"Bone, organs & o human/animal tissue, living/preserved,for grafting/implantation",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.10.29.90:1997-12,147,CONFIRM - the evidence supports this link,,3002.10.29.90,"Blood fractions, nes",1997-12,3002.10.00.59,"Blood fractions, nes",1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.10.10.23:1997-12,148,CONFIRM - the evidence supports this link,,3002.10.10.23,"Immune serum globulin, for therapeutic or prophylactic use in humans",1997-12,3002.10.00.23,"Immune serum globulin, for therapeutic or prophylactic use in humans",1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3001.90.10.00:1997-12,149,CONFIRM - the evidence supports this link,,3001.90.10.00,Heparin and its salts,1997-12,3001.90.00.10,Heparin and its salts,1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.16:1997-12,150,CONFIRM - the evidence supports this link,,3004.90.99.16,"Local anaesthetics, for human use, in dosage",1997-12,3004.90.00.36,"Local anaesthetics, for human use, in dosage",1998-01 to 2017-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.40.90.80:1997-12,151,CONFIRM - the evidence supports this link,,3004.40.90.80,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",1997-12,3004.40.00.80,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.00.20:2011-12,152,CONFIRM - the evidence supports this link,,3004.90.00.20,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",2011-12,3004.90.00.79,"Other medicaments, for human use, in dosage, nes",1998-01 to 2026-06,0.5536,,,,,unknown,,,,accept,,,analysts,2026-08-12
imports:3005.90.91.00:1997-12,153,CONFIRM - the evidence supports this link,,3005.90.91.00,"Dressings/sim art of woven fab o/t of cotton; of knit fab, n-wov or felts, nes",1997-12,3005.90.00.40,"Dressings/sim art of woven fab o/t of cotton; of knit fab, n-wov or felts, nes",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.10.10.22:1997-12,154,CONFIRM - the evidence supports this link,,3002.10.10.22,"Normal serum globulin, for therapeutic or prophylactic use in humans",1997-12,3002.10.00.22,"Normal serum globulin, for therapeutic or prophylactic use in humans",1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3005.90.99.00:1997-12,155,CONFIRM - the evidence supports this link,,3005.90.99.00,"Dressings and similar articles packaged for medical use, nes",1997-12,3005.90.00.90,"Dressings and similar articles packaged for medical use, nes",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.50.99.20:1997-12,156,CONFIRM - the evidence supports this link,,3004.50.99.20,"Single vitamin mixed w o supplements, for human use, in dosage",1997-12,3004.50.00.40,"Single vitamin mixed w o supplements, for human use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3002.90.10.20:1997-12,157,CONFIRM - the evidence supports this link,,3002.90.10.20,Ferment cultures,1997-12,3002.90.00.20,Butter-making ferment cultures,1998-01 to 2016-12,0.6957,,,,,unknown,,,,accept,,,analysts,2026-08-12
imports:3006.20.90.00:1997-12,158,CONFIRM - the evidence supports this link,,3006.20.90.00,"Blood-grouping reagents, except of human or animal origin",1997-12,3006.20.00.90,"Blood-grouping reagents, except of human or animal origin",1998-01 to 2021-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.50.99.41:1997-12,159,CONFIRM - the evidence supports this link,,3004.50.99.41,"Vitamins-iron preparation, for human use, in dosage",1997-12,3004.50.00.61,"Vitamins-iron preparation, for human use, in dosage",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.90.99.41:1997-12,160,CONFIRM - the evidence supports this link,,3004.90.99.41,"Anti-infective agents, containing sulfonamides, for human use, in dosage",1997-12,3004.90.00.61,"Anti-infective agents, cont sulfonamides, for human use, in dosage",1998-01 to 2026-06,0.9545,,,,,same family (from the tariff structure),,,,accept,,,analysts,2026-08-12
imports:3006.40.10.20:1997-12,161,CONFIRM - the evidence supports this link,,3006.40.10.20,Points for filling dental root canals,1997-12,3006.40.00.20,Points for filling dental root canals,1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3006.40.20.00:1997-12,162,CONFIRM - the evidence supports this link,,3006.40.20.00,"Dental fillings of composition metals, except those in powder or pellet form",1997-12,3006.40.00.30,"Dental fillings of composition metals, except those in powder or pellet form",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3003.90.10.00:1997-12,163,CONFIRM - the evidence supports this link,,3003.90.10.00,"Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc",1997-12,3003.90.00.10,"Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc",1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.32.00.81:2001-12,164,CONFIRM - the evidence supports this link,,3004.32.00.81,"Hydrocortisone, for human use, in dosage",2001-12,3004.32.00.11,"Hydrocortisone, for human use, in dosage",2002-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3005.90.10.00:1997-12,165,CONFIRM - the evidence supports this link,,3005.90.10.00,Bandages & slabs of tex fab coated w plaster;o art used for orthopaedic casts,1997-12,3005.90.00.10,Bandages & slabs of tex fab coated w plaster;o art used for orthopaedic casts,1998-01 to 2011-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3005.10.99.00:1997-12,166,CONFIRM - the evidence supports this link,,3005.10.99.00,"Wadding, gauze, bandages & sim articles, nes, with adhesive layer, pack ret sale",1997-12,3005.10.00.99,"Wadding, gauze, bandages & sim articles, nes, with adhesive layer, pack ret sale",1998-01 to 2026-06,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
imports:3004.40.90.40:1997-11,167,CONFIRM - the evidence supports this link,,3004.40.90.40,"Theophylline, for human use, in dosage",1997-11,3004.40.00.30,"Theophylline, for human use, in dosage",1998-01 to 2016-12,1.0000,,,,,the same commodity under a new number (the two descriptions match),,,,accept,,,analysts,2026-08-12
