link_id,retiring_code,span_index,flow,last_period,total_value_cad,retiring_description,successor,successor_description,successor_first_traded,successor_last_traded,outcome,authority,basis,detail,decided_by,decided_on,reason,overrode_a_hold
imports:3004.40.90.20:1997-07,3004.40.90.20,1,imports,199707,4869341.00,"Quinidine sulphate, for human use, in dosage",3004.40.00.90,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",199801,200112,succeeded,analyst,reject_named,the analyst rejected the proposal and named 3004.40.00.90 instead,analysts,2026-08-12,"Quinidine is a cinchona alkaloid and non-narcotic, so it belongs to the non-narcotic leftover line and not the narcotic one. The receiving block ends in two leftovers, 3004.40.00.80 for other narcotic vegetable alkaloids and 3004.40.00.90 for other non-narcotic, and the code carries stated_termination 199712, so the 1998 numbering is what receives it. 3004.40.00.90 is candidate 13 at 0.5299 and no meaning rule removed it. The proposal, Vincristine, is a named antineoplastic and a different medicine; its 0.7792 match is the shared frame 'for human use, in dosage'. The second alternative the sheet offers, 3004.40.00.80, is the wrong side of the narcotic split.",no
imports:3004.40.90.30:1997-11,3004.40.90.30,1,imports,199711,2496656.00,"Vincristine, for human use, in dosage",3004.40.00.20,"Vincristine, for human use, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.40.90.40:1997-11,3004.40.90.40,1,imports,199711,9473686.00,"Theophylline, for human use, in dosage",3004.40.00.30,"Theophylline, for human use, in dosage",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.40.90.50:1997-12,3004.40.90.50,1,imports,199712,41902526.00,"Morphine or its derivs, for human use, in dosage",3004.40.00.40,"Morphine or its derivs, for human use, in dosage",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.40.90.60:1994-03,3004.40.90.60,1,imports,199403,217467.00,"Cocaine or its derivs, for human use, in dosage",3004.40.90.80,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",198802,199712,succeeded,analyst,reject_named,the analyst rejected the proposal and named 3004.40.90.80 instead,analysts,2026-08-12,"Cocaine is a coca alkaloid and narcotic, so it belongs to the narcotic leftover line rather than the non-narcotic one, which is the opposite side from row 11. The named line in the 1998 numbering is 3004.40.00.80, but on this row that code carries a continuity veto: the row is framed at the last trading month of 1994-03 while the code was not withdrawn until 199712, and the 1998 numbering did not exist in 1994. 3004.40.90.80 is the same line under the numbering that was live then, candidate 7 at 0.7069 with no veto, and it chains into 3004.40.00.80 at the 1998 boundary. The proposal, Morphine, is a different narcotic and its 0.9231 match is the shared frame.",no
imports:3004.40.90.70:1997-12,3004.40.90.70,1,imports,199712,1778947.00,"Aminophylline, for human use, in dosage",3004.40.00.50,"Aminophylline, for human use, in dosage",199803,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.40.90.80:1997-12,3004.40.90.80,1,imports,199712,22494169.00,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",3004.40.00.80,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.40.90.90:1997-12,3004.40.90.90,1,imports,199712,172848913.00,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",3004.40.00.90,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.41.00.00:2026-05,3004.41.00.00,1,imports,202605,8250035.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",,,,,not_a_retirement,delivery,no_termination_declared,"the delivery declares no termination for this line and the number was never reused, so trade ceased without the classification ending",,,,no
imports:3004.50.00.10:2011-12,3004.50.00.10,1,imports,201112,37019078.00,"Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc",3004.50.00.19,"Other medicaments cont vitamins and their derivs, for human use, in dosage,nes",201201,201612,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.50.00.13:2016-12,3004.50.00.13,1,imports,201612,20568179.00,"Medicaments cont multivitamins not mixed with other suppl,for hum use,in dosage",3004.50.00.19,"Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",201701,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2016 to 2017",,,,no
imports:3004.50.00.20:2011-12,3004.50.00.20,1,imports,201112,7548977.00,"Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage",3004.50.00.19,"Other medicaments cont vitamins and their derivs, for human use, in dosage,nes",201201,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.50.00.31:2011-12,3004.50.00.31,1,imports,201112,25564446.00,"Vitamin C only, for human use, in dosage",3004.50.00.11,"Medi,cont single vitamin,not mixed,f human,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.50.00.32:2011-12,3004.50.00.32,1,imports,201112,50770658.00,"Vitamin E only, for human use, in dosage",3004.50.00.11,"Medi,cont single vitamin,not mixed,f human,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.50.00.39:2011-12,3004.50.00.39,1,imports,201112,165618033.00,"Single vitamin only, nes, for human use, in dosage",3004.50.00.11,"Medi,cont single vitamin,not mixed,f human,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.50.00.40:2011-12,3004.50.00.40,1,imports,201112,121157561.00,"Single vitamin mixed w other supplements, for human use, in dosage",3004.50.00.12,"Medi,cont 1 vitamin,mix w o supplements,f human use,doses/frs,o/t No 30.02/05/06",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.50.00.50:2011-12,3004.50.00.50,1,imports,201112,62436289.00,"Multivitamins not mixed with other supplements, for human use, in dosage",3004.50.00.13,"Medicaments cont multivitamins not mixed with other suppl,for hum use,in dosage",201201,201612,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.50.00.61:2011-12,3004.50.00.61,1,imports,201112,60566515.00,"Vitamins-iron preparation, for human use, in dosage",3004.50.00.14,"Medi,cont multivitamins,mix w o suppl,f human use,doses/frs,o/t No 30.02/05/06",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.50.00.69:2011-12,3004.50.00.69,1,imports,201112,602021188.00,"Multivitamins mixed with other supplements, nes, for human use, in dosage",3004.50.00.14,"Medi,cont multivitamins,mix w o suppl,f human use,doses/frs,o/t No 30.02/05/06",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.50.00.70:2011-12,3004.50.00.70,1,imports,201112,48205931.00,"Vitamins & their derivatives, nes, for veterinary use, in dosage",3004.50.00.90,"Medi,cont vitamins,for veterinary use,in doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.50.10.00:1997-12,3004.50.10.00,1,imports,199712,29913272.00,"Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc",3004.50.00.10,"Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.50.91.00:1997-06,3004.50.91.00,1,imports,199706,405203.00,"Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage",3004.50.00.20,"Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.50.99.11:1997-12,3004.50.99.11,1,imports,199712,34612678.00,"Vitamin C only, for human use, in dosage",3004.50.00.31,"Vitamin C only, for human use, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.50.99.12:1997-12,3004.50.99.12,1,imports,199712,20986151.00,"Vitamin E only, for human use, in dosage",3004.50.00.32,"Vitamin E only, for human use, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.50.99.19:1997-12,3004.50.99.19,1,imports,199712,70973832.00,"Single vitamin only, nes, for human use, in dosage",3004.50.00.39,"Single vitamin only, nes, for human use, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.50.99.20:1997-12,3004.50.99.20,1,imports,199712,18411892.00,"Single vitamin mixed w o supplements, for human use, in dosage",3004.50.00.40,"Single vitamin mixed w o supplements, for human use, in dosage",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.50.99.21:1989-12,3004.50.99.21,1,imports,198912,1445854.00,"Vitamins-iron preparation, for human use, in dosage",3004.50.99.41,"Vitamins-iron preparation, for human use, in dosage",199001,199712,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.50.99.22:1989-12,3004.50.99.22,1,imports,198912,11347774.00,"Multivitamins not mixed with o supplements, for human use, in dosage",3004.50.99.30,"Multivitamins not mixed with o supplements, for human use, in dosage",199001,199712,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.50.99.29:1989-12,3004.50.99.29,1,imports,198912,11260315.00,"Multivitamins mixed with other supplements, nes, for human use, in dosage",3004.50.99.49,"Multivitamins mixed with other supplements, nes, for human use, in dosage,",199001,199712,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.50.99.30:1989-12,3004.50.99.30,1,imports,198912,1124520.00,"Vitamins & their derivs,nes,for vet use, in dosage",3004.50.99.50,"Vitamins & their derivs, nes, for vet use, in dosage",199001,199712,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-17,"ACCEPT, 2026-08-17. This row exists because Stage 1a now ends a trading span where a relabel crosses a decisive distinction, not only where the number was left empty. 3004.50.99.30 read 'for vet use' to 1989-12 and 'for human use' from 1990-01 with no gap, so the two lives were one span carrying the later description and the summed value, and the veterinary record inherited the human terminal 3004.50.00.19. The proposal 3004.50.99.50 carries this line's description word for word, is veterinary on both sides, begins 1990-01, the month this line stopped, and is this line's own leftover. The closest wording match, 3004.50.00.70, carries the same description but does not begin until 1998-01, 96 months later, so the continuity gate removed it rather than this judgement.",no
imports:3004.50.99.30:1997-12,3004.50.99.30,2,imports,199712,55679911.00,"Multivitamins not mixed with o supplements, for human use, in dosage",3004.50.00.50,"Multivitamins not mixed with o supplements, for human use, in dosage",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.50.99.41:1997-12,3004.50.99.41,1,imports,199712,15830543.00,"Vitamins-iron preparation, for human use, in dosage",3004.50.00.61,"Vitamins-iron preparation, for human use, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.50.99.49:1997-12,3004.50.99.49,1,imports,199712,121058460.00,"Multivitamins mixed with other supplements, nes, for human use, in dosage,",3004.50.00.69,"Multivitamins mixed with other supplements, nes, for human use, in dosage,",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.50.99.50:1997-12,3004.50.99.50,1,imports,199712,3851408.00,"Vitamins & their derivs, nes, for vet use, in dosage",3004.50.00.70,"Vitamins & their derivs, nes, for vet use, in dosage",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.00.20:2011-12,3004.90.00.20,1,imports,201112,21555796.00,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",3004.90.00.79,"Other medicaments, for human use, in dosage, nes",201201,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.00.31:2017-12,3004.90.00.31,1,imports,201712,2089844029.00,"Analgesics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",3004.90.00.22,"Analgesics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",201801,202606,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.00.32:2017-12,3004.90.00.32,1,imports,201712,6525417842.00,"Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06",3004.90.00.23,"Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06",201801,202606,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.00.33:2017-12,3004.90.00.33,1,imports,201712,2694917989.00,"Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",3004.90.00.24,"Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",201801,202606,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.00.34:2017-12,3004.90.00.34,1,imports,201712,457653908.00,"Antihistaminic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",3004.90.00.25,"Antihistaminic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",201801,202606,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.00.35:2017-12,3004.90.00.35,1,imports,201712,6760065602.00,"Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes",3004.90.00.26,"Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes",201801,202606,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.00.36:2017-12,3004.90.00.36,1,imports,201712,627338348.00,"Local anaesthetics, for human use,in doses/pack f retail sale,o/t No 30.02/05/06",3004.90.00.27,"Local anaesthetics, for human use,in doses/pack f retail sale,o/t No 30.02/05/06",201801,202606,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.00.39:2017-12,3004.90.00.39,1,imports,201712,3792547257.00,"Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes",3004.90.00.29,"Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes",201801,202606,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.00.41:2011-12,3004.90.00.41,1,imports,201112,142378137.00,"Histamine H2 receptor antagonist, for human use, in dosage",3004.90.00.49,"Other gastrointestinal agents, for human use, in dosage, nes",201201,201612,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.90.00.81:2011-12,3004.90.00.81,1,imports,201112,17659861.00,"Anaesthetic, for veterinary use, in dosage",3004.90.00.90,"Other medicaments, for veterinary use, in dosage, nes",201201,201612,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.90.00.89:2011-12,3004.90.00.89,1,imports,201112,1795745395.00,"Medicaments, nes, for veterinary use, in dosage",3004.90.00.90,"Other medicaments, for veterinary use, in dosage, nes",201201,201612,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3004.90.10.10:1997-12,3004.90.10.10,1,imports,199712,27832591.00,"Mixtures of amino acids, nes, in dosage",3004.90.00.11,"Mixtures of amino acids, nes, in dosage",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.10.20:1997-12,3004.90.10.20,1,imports,199712,64569831.00,"Dextrose (glucose) solutions, in dosage",3004.90.00.12,"Dextrose (glucose) solutions, in dosage",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.10.90:1997-12,3004.90.10.90,1,imports,199712,40955791.00,"Mx of amino acids & protein hydrolysates, etc, in dosage",3004.90.00.19,"Mx of amino acids & protein hydrolysates, etc, in dosage, nes",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-11,,no
imports:3004.90.91.00:1997-12,3004.90.91.00,1,imports,199712,7663951.00,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",3004.90.00.20,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.11:1997-12,3004.90.99.11,1,imports,199712,226805033.00,"Analgesics, for human use, in dosage",3004.90.00.31,"Analgesics, for human use, in dosage",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.12:1997-12,3004.90.99.12,1,imports,199712,405662933.00,"Antidepressants & tranquilizers, for human use, in dosage",3004.90.00.32,"Antidepressants & tranquilizers, for human use, in dosage",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.13:1997-12,3004.90.99.13,1,imports,199712,369413385.00,"Antihypertensive agents, for human use, in dosage",3004.90.00.33,"Antihypertensive agents, for human use, in dosage",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.14:1997-12,3004.90.99.14,1,imports,199712,61924264.00,"Antihistamines agents, for human use, in dosage",3004.90.00.34,"Antihistamines agents, for human use, in dosage",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.15:1997-12,3004.90.99.15,1,imports,199712,116976986.00,"Medicaments, for human use, acting on the nervous system, in dosage, nes",3004.90.00.35,"Medicaments, for human use, acting on the nervous system, in dosage, nes",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.16:1997-12,3004.90.99.16,1,imports,199712,23048265.00,"Local anaesthetics, for human use, in dosage",3004.90.00.36,"Local anaesthetics, for human use, in dosage",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.19:1997-12,3004.90.99.19,1,imports,199712,492424909.00,"Medicaments, for human use, acting on the central nervous system, in dosage, nes",3004.90.00.39,"Medicaments, for human use, acting on the central nervous system, in dosage, nes",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.21:1997-12,3004.90.99.21,1,imports,199712,270583468.00,"Histamine H2 receptor antagonist, for human use, in dosage",3004.90.00.41,"Histamine H2 receptor antagonist, for human use, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.22:1997-12,3004.90.99.22,1,imports,199712,69723767.00,"Laxatives, for human use, in dosage",3004.90.00.42,"Laxatives, for human use, in dosage",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.23:1997-12,3004.90.99.23,1,imports,199712,67925751.00,"Antacids, for human use, in dosage",3004.90.00.43,"Antacids, for human use, in dosage",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.29:1997-12,3004.90.99.29,1,imports,199712,665980987.00,"Gastro-intestinal agents, for human use, in dosage, nes",3004.90.00.49,"Gastro-intestinal agents, for human use, in dosage, nes",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.30:1997-12,3004.90.99.30,1,imports,199712,1142787624.00,"Medicaments, for human use, acting on the cardio-vascular system, in dosage",3004.90.00.50,"Medicaments, for human use, acting on the cardio-vascular system, in dosage",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.40:1989-12,3004.90.99.40,1,imports,198912,45447503.00,"Anti-infective agents, for human use, in dosage",3004.90.99.49,"Anti-infective agents, for human use, in dosage, nes",199001,199712,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-11,,no
imports:3004.90.99.41:1997-12,3004.90.99.41,1,imports,199712,15348385.00,"Anti-infective agents, containing sulfonamides, for human use, in dosage",3004.90.00.61,"Anti-infective agents, cont sulfonamides, for human use, in dosage",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.49:1997-12,3004.90.99.49,1,imports,199712,526326356.00,"Anti-infective agents, for human use, in dosage, nes",3004.90.00.69,"Anti-infective agents, for human use, in dosage, nes",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.50:1997-12,3004.90.99.50,1,imports,199712,148659591.00,"Haematological agents, for human use, in dosage",3004.90.00.71,"Haematological agents, for human use, in dosage",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.60:1997-12,3004.90.99.60,1,imports,199712,367961271.00,"Antineoplastic agents, for human use, in dosage",3004.90.00.72,"Antineoplastic agents, for human use, in dosage",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.71:1997-12,3004.90.99.71,1,imports,199712,97818164.00,"Cough/cold preparations, for human use, in dosage",3004.90.00.73,"Cough or cold preparations, for human use, in dosage",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.79:1997-12,3004.90.99.79,1,imports,199712,171116815.00,"Medicaments, prim affecting eyes,ears & respiratory system,human use, in dos,nes",3004.90.00.74,"Medicaments, prim affecting eyes,ears & respiratory system,human use, in dos,nes",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.81:1997-12,3004.90.99.81,1,imports,199712,41243804.00,"Diuretics, for human use, in dosage",3004.90.00.75,"Diuretics, for human use, in dosage",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.82:1997-12,3004.90.99.82,1,imports,199712,73229634.00,"Medicaments affecting electrolytic, caloric/water balance, for human use, in dos",3004.90.00.76,"Medicaments affecting electrolytic, caloric/water balance, for human use, in dos",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.83:1997-12,3004.90.99.83,1,imports,199712,146213780.00,"Dermatological agents, for human use, in dosage",3004.90.00.77,"Dermatological agents, for human use, in dosage",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.84:1997-12,3004.90.99.84,1,imports,199712,2455445.00,"Medicaments cont hyaluronic acid or its sodium salt, for human use, in dosage",3004.90.00.78,"Medicaments cont hyaluronic acid or its sodium salt, for human use, in dosage",199801,201612,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.89:1997-12,3004.90.99.89,1,imports,199712,1883788320.00,"Medicaments nes, for human use, in dosage",3004.90.00.79,"Medicaments nes, for human use, in dosage",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.91:1997-12,3004.90.99.91,1,imports,199712,4778034.00,"Anaesthetic, for veterinary use, in dosage",3004.90.00.81,"Anaesthetic, for veterinary use, in dosage",199801,201112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3004.90.99.92:1991-06,3004.90.99.92,1,imports,199106,69111.00,"Coccidiostats, in dosage",3004.90.99.99,"Medicaments nes, for veterinary use, in dosage",198801,199712,succeeded,analyst,second,the analyst preferred the second alternative to the proposal,analysts,2026-08-12,,no
imports:3004.90.99.93:1991-06,3004.90.99.93,1,imports,199106,161155.00,"Tranquilizers, for veterinary use, in dosage",3004.90.99.99,"Medicaments nes, for veterinary use, in dosage",198801,199712,succeeded,analyst,second,the analyst preferred the second alternative to the proposal,analysts,2026-08-12,,no
imports:3004.90.99.99:1997-12,3004.90.99.99,1,imports,199712,393958224.00,"Medicaments nes, for veterinary use, in dosage",3004.90.00.89,"Medicaments nes, for veterinary use, in dosage",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3005.10.10.00:1997-12,3005.10.10.00,1,imports,199712,64532479.00,"Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",3005.10.00.10,"Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",199801,202606,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3005.10.91.00:1997-12,3005.10.91.00,1,imports,199712,85056257.00,"Adhesive dressings, nes, packaged for retail sale",3005.10.00.91,"Adhesive dressings, nes, packaged for retail sale",199801,202606,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3005.10.99.00:1997-12,3005.10.99.00,1,imports,199712,9717032.00,"Wadding, gauze, bandages & sim articles, nes, with adhesive layer, pack ret sale",3005.10.00.99,"Wadding, gauze, bandages & sim articles, nes, with adhesive layer, pack ret sale",199801,202606,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3005.90.00.10:2011-12,3005.90.00.10,1,imports,201112,41610750.00,"Bandages & slabs of tex fab, coated w plaster;o art used for orthopaedic casts",3005.90.00.90,"Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3005.90.00.50:2011-12,3005.90.00.50,1,imports,201112,47297369.00,"Dressings and sim articles, of woven fabric solely of cotton, nes",3005.90.00.90,"Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3005.90.00.60:2011-12,3005.90.00.60,1,imports,201112,1670276.00,"Dressings and similar articles, of paper, nes",3005.90.00.90,"Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",201201,202606,succeeded,official_record,decided,"named outright by Canada's ten-digit concordance, 2011 to 2012",,,,no
imports:3005.90.10.00:1997-12,3005.90.10.00,1,imports,199712,10103909.00,Bandages & slabs of tex fab coated w plaster;o art used for orthopaedic casts,3005.90.00.10,Bandages & slabs of tex fab coated w plaster;o art used for orthopaedic casts,199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3005.90.20.00:1997-12,3005.90.20.00,1,imports,199712,35108734.00,"Dressings & sim articles coated or impreg w pharm substances, nes",3005.90.00.20,"Dressings & sim articles coated or impreg w pharm substances, nes",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3005.90.30.00:1997-12,3005.90.30.00,1,imports,199712,102059460.00,"Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes",3005.90.00.30,"Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes",199801,202606,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3005.90.91.00:1997-12,3005.90.91.00,1,imports,199712,21207608.00,"Dressings/sim art of woven fab o/t of cotton; of knit fab, n-wov or felts, nes",3005.90.00.40,"Dressings/sim art of woven fab o/t of cotton; of knit fab, n-wov or felts, nes",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
imports:3005.90.92.00:1997-12,3005.90.92.00,1,imports,199712,46712311.00,"Dressings and sim articles of woven fabric solely of cotton, nes",3005.90.00.50,"Dressings and sim articles of woven fabric solely of cotton, nes",199801,200112,succeeded,analyst,approve,the analyst accepted the proposal,analysts,2026-08-12,,no
