record_id,span_id,flow,hs_code,description,first_period,last_period,value_cad,family_id,family_anchor_code,family_anchor_first_traded,family_size,family_commodities,family_display_number,family_codes
IMR-3004200090-201201,imports:3004.20.00.90:2012-01,imports,3004.20.00.90,"Medi,cont antibiotics,for veterinary use,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,1547690879,IM-3004200070-198801,3004.20.00.70,198801,3,3,28,3004.20.00.70;3004.20.00.79;3004.20.00.90
IMR-3004310000-201201,imports:3004.31.00.00:2012-01,imports,3004.31.00.00,"Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",201201,202606,6403848742,IM-3004311000-198801,3004.31.10.00,198801,5,5,29,3004.31.00.00;3004.31.00.10;3004.31.00.90;3004.31.10.00;3004.31.99.00
IMR-3004310010-199801,imports:3004.31.00.10:1998-01,imports,3004.31.00.10,"Insulin, w/n mixed w zinc, globin or protamine, prepr for parentl admin, in dos",199801,200112,259900492,IM-3004311000-198801,3004.31.10.00,198801,5,5,29,3004.31.00.00;3004.31.00.10;3004.31.00.90;3004.31.10.00;3004.31.99.00
IMR-3004310010-200201,imports:3004.31.00.10:2002-01,imports,3004.31.00.10,"Insulin, w/n mixed w zinc,globin or protamine, prepr for parentl admin,in dosage",200201,201112,1510783285,IM-3004311000-198801,3004.31.10.00,198801,5,5,29,3004.31.00.00;3004.31.00.10;3004.31.00.90;3004.31.10.00;3004.31.99.00
IMR-3004310090-199801,imports:3004.31.00.90:1998-01,imports,3004.31.00.90,"Insulin, nes, for human use, in dosage",199801,201112,7272310,IM-3004311000-198801,3004.31.10.00,198801,5,5,29,3004.31.00.00;3004.31.00.10;3004.31.00.90;3004.31.10.00;3004.31.99.00
IMR-3004311000-198801,imports:3004.31.10.00:1988-01,imports,3004.31.10.00,"Insulin, w/n mixed w zinc, globin or protamine, prepr for parentl admin, in dos",198801,199712,266955474,IM-3004311000-198801,3004.31.10.00,198801,5,5,29,3004.31.00.00;3004.31.00.10;3004.31.00.90;3004.31.10.00;3004.31.99.00
IMR-3004319900-198801,imports:3004.31.99.00:1988-01,imports,3004.31.99.00,"Insulin, nes, for human use, in dosage",198801,199712,1727839,IM-3004311000-198801,3004.31.10.00,198801,5,5,29,3004.31.00.00;3004.31.00.10;3004.31.00.90;3004.31.10.00;3004.31.99.00
IMR-3004320000-201201,imports:3004.32.00.00:2012-01,imports,3004.32.00.00,"Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",201201,202606,5364157338,IM-3004329011-198801,3004.32.90.11,198801,14,14,30,3004.32.00.00;3004.32.00.10;3004.32.00.11;3004.32.00.19;3004.32.00.20;3004.32.00.81;3004.32.00.82;3004.32.00.89;3004.32.00.90;3004.32.10.00;3004.32.90.11;3004.32.90.12;3004.32.90.19;3004.32.90.20
IMR-3004320010-199803,imports:3004.32.00.10:1998-03,imports,3004.32.00.10,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",199803,200112,929148,IM-3004329011-198801,3004.32.90.11,198801,14,14,30,3004.32.00.00;3004.32.00.10;3004.32.00.11;3004.32.00.19;3004.32.00.20;3004.32.00.81;3004.32.00.82;3004.32.00.89;3004.32.00.90;3004.32.10.00;3004.32.90.11;3004.32.90.12;3004.32.90.19;3004.32.90.20
IMR-3004320011-200201,imports:3004.32.00.11:2002-01,imports,3004.32.00.11,"Hydrocortisone, for human use, in dosage",200201,201112,30740274,IM-3004329011-198801,3004.32.90.11,198801,14,14,30,3004.32.00.00;3004.32.00.10;3004.32.00.11;3004.32.00.19;3004.32.00.20;3004.32.00.81;3004.32.00.82;3004.32.00.89;3004.32.00.90;3004.32.10.00;3004.32.90.11;3004.32.90.12;3004.32.90.19;3004.32.90.20
IMR-3004320019-200201,imports:3004.32.00.19:2002-01,imports,3004.32.00.19,"Medicaments containing corticosteroid hormones, for human use, nes",200201,201112,578742262,IM-3004329011-198801,3004.32.90.11,198801,14,14,30,3004.32.00.00;3004.32.00.10;3004.32.00.11;3004.32.00.19;3004.32.00.20;3004.32.00.81;3004.32.00.82;3004.32.00.89;3004.32.00.90;3004.32.10.00;3004.32.90.11;3004.32.90.12;3004.32.90.19;3004.32.90.20
IMR-3004320020-200201,imports:3004.32.00.20:2002-01,imports,3004.32.00.20,"Corticosteriod hormones, for veterinary use, in dosage",200201,201112,13895452,IM-3004329011-198801,3004.32.90.11,198801,14,14,30,3004.32.00.00;3004.32.00.10;3004.32.00.11;3004.32.00.19;3004.32.00.20;3004.32.00.81;3004.32.00.82;3004.32.00.89;3004.32.00.90;3004.32.10.00;3004.32.90.11;3004.32.90.12;3004.32.90.19;3004.32.90.20
IMR-3004320081-199801,imports:3004.32.00.81:1998-01,imports,3004.32.00.81,"Hydrocortisone, for human use, in dosage",199801,200112,10422499,IM-3004329011-198801,3004.32.90.11,198801,14,14,30,3004.32.00.00;3004.32.00.10;3004.32.00.11;3004.32.00.19;3004.32.00.20;3004.32.00.81;3004.32.00.82;3004.32.00.89;3004.32.00.90;3004.32.10.00;3004.32.90.11;3004.32.90.12;3004.32.90.19;3004.32.90.20
IMR-3004320082-200011,imports:3004.32.00.82:2000-11,imports,3004.32.00.82,"Betamethasone, for human use, in dosage",200011,200111,25,IM-3004329011-198801,3004.32.90.11,198801,14,14,30,3004.32.00.00;3004.32.00.10;3004.32.00.11;3004.32.00.19;3004.32.00.20;3004.32.00.81;3004.32.00.82;3004.32.00.89;3004.32.00.90;3004.32.10.00;3004.32.90.11;3004.32.90.12;3004.32.90.19;3004.32.90.20
IMR-3004320089-199801,imports:3004.32.00.89:1998-01,imports,3004.32.00.89,"Adrenal cortical hormones, nes, for human use, in dosage",199801,200112,128397239,IM-3004329011-198801,3004.32.90.11,198801,14,14,30,3004.32.00.00;3004.32.00.10;3004.32.00.11;3004.32.00.19;3004.32.00.20;3004.32.00.81;3004.32.00.82;3004.32.00.89;3004.32.00.90;3004.32.10.00;3004.32.90.11;3004.32.90.12;3004.32.90.19;3004.32.90.20
IMR-3004320090-199801,imports:3004.32.00.90:1998-01,imports,3004.32.00.90,"Adrenal cortical hormones, for vet use, in dosage",199801,200112,38149408,IM-3004329011-198801,3004.32.90.11,198801,14,14,30,3004.32.00.00;3004.32.00.10;3004.32.00.11;3004.32.00.19;3004.32.00.20;3004.32.00.81;3004.32.00.82;3004.32.00.89;3004.32.00.90;3004.32.10.00;3004.32.90.11;3004.32.90.12;3004.32.90.19;3004.32.90.20
IMR-3004321000-198906,imports:3004.32.10.00:1989-06,imports,3004.32.10.00,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",198906,199712,1805132,IM-3004329011-198801,3004.32.90.11,198801,14,14,30,3004.32.00.00;3004.32.00.10;3004.32.00.11;3004.32.00.19;3004.32.00.20;3004.32.00.81;3004.32.00.82;3004.32.00.89;3004.32.00.90;3004.32.10.00;3004.32.90.11;3004.32.90.12;3004.32.90.19;3004.32.90.20
IMR-3004329011-198801,imports:3004.32.90.11:1988-01,imports,3004.32.90.11,"Hydrocortisone, for human use, in dosage",198801,199712,23749181,IM-3004329011-198801,3004.32.90.11,198801,14,14,30,3004.32.00.00;3004.32.00.10;3004.32.00.11;3004.32.00.19;3004.32.00.20;3004.32.00.81;3004.32.00.82;3004.32.00.89;3004.32.00.90;3004.32.10.00;3004.32.90.11;3004.32.90.12;3004.32.90.19;3004.32.90.20
IMR-3004329012-198803,imports:3004.32.90.12:1988-03,imports,3004.32.90.12,"Betamethasone, for human use, in dosage",198803,199706,1190222,IM-3004329011-198801,3004.32.90.11,198801,14,14,30,3004.32.00.00;3004.32.00.10;3004.32.00.11;3004.32.00.19;3004.32.00.20;3004.32.00.81;3004.32.00.82;3004.32.00.89;3004.32.00.90;3004.32.10.00;3004.32.90.11;3004.32.90.12;3004.32.90.19;3004.32.90.20
IMR-3004329019-198801,imports:3004.32.90.19:1988-01,imports,3004.32.90.19,"Adrenal cortical hormones, nes, for human use, in dosage",198801,199712,195552129,IM-3004329011-198801,3004.32.90.11,198801,14,14,30,3004.32.00.00;3004.32.00.10;3004.32.00.11;3004.32.00.19;3004.32.00.20;3004.32.00.81;3004.32.00.82;3004.32.00.89;3004.32.00.90;3004.32.10.00;3004.32.90.11;3004.32.90.12;3004.32.90.19;3004.32.90.20
IMR-3004329020-198802,imports:3004.32.90.20:1988-02,imports,3004.32.90.20,"Adrenal cortical hormones, for vet use, in dosage",198802,199712,9284228,IM-3004329011-198801,3004.32.90.11,198801,14,14,30,3004.32.00.00;3004.32.00.10;3004.32.00.11;3004.32.00.19;3004.32.00.20;3004.32.00.81;3004.32.00.82;3004.32.00.89;3004.32.00.90;3004.32.10.00;3004.32.90.11;3004.32.90.12;3004.32.90.19;3004.32.90.20
IMR-3004390010-199801,imports:3004.39.00.10:1998-01,imports,3004.39.00.10,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",199801,201112,220635457,IM-3004391000-198802,3004.39.10.00,198802,3,3,77,3004.39.00.10;3004.39.00.11;3004.39.10.00
IMR-3004390011-201201,imports:3004.39.00.11:2012-01,imports,3004.39.00.11,"Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",201201,202606,759194208,IM-3004391000-198802,3004.39.10.00,198802,3,3,77,3004.39.00.10;3004.39.00.11;3004.39.10.00
IMR-3004390012-201201,imports:3004.39.00.12:2012-01,imports,3004.39.00.12,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",201201,202605,184895196,IM-3004399910-198801,3004.39.99.10,198801,3,3,31,3004.39.00.12;3004.39.00.81;3004.39.99.10
IMR-3004390013-201201,imports:3004.39.00.13:2012-01,imports,3004.39.00.13,"Medi,cont unmixed single estrogens,for human,doses/pack frs,o/t No 30.02/05/06",201201,202606,693268417,IM-3004399930-198801,3004.39.99.30,198801,3,3,33,3004.39.00.13;3004.39.00.83;3004.39.99.30
IMR-3004390019-201201,imports:3004.39.00.19:2012-01,imports,3004.39.00.19,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,9059598343,IM-3004399920-198801,3004.39.99.20,198801,8,8,32,3004.39.00.19;3004.39.00.82;3004.39.00.84;3004.39.00.85;3004.39.91.00;3004.39.99.20;3004.39.99.40;3004.39.99.50
IMR-3004390081-199801,imports:3004.39.00.81:1998-01,imports,3004.39.00.81,"Anterior pituitary hormones, for human use, in dosage",199801,201112,199276643,IM-3004399910-198801,3004.39.99.10,198801,3,3,31,3004.39.00.12;3004.39.00.81;3004.39.99.10
IMR-3004390082-199806,imports:3004.39.00.82:1998-06,imports,3004.39.00.82,"Posterior pituitary hormones, for human use, in dosage",199806,201112,19967091,IM-3004399920-198801,3004.39.99.20,198801,8,8,32,3004.39.00.19;3004.39.00.82;3004.39.00.84;3004.39.00.85;3004.39.91.00;3004.39.99.20;3004.39.99.40;3004.39.99.50
IMR-3004390083-199801,imports:3004.39.00.83:1998-01,imports,3004.39.00.83,"Unmixed single estrogens, for human use, in dosage",199801,201112,416139189,IM-3004399930-198801,3004.39.99.30,198801,3,3,33,3004.39.00.13;3004.39.00.83;3004.39.99.30
IMR-3004390084-199801,imports:3004.39.00.84:1998-01,imports,3004.39.00.84,"Unmixed single progestational hormones, for human use, in dosage",199801,201112,34360926,IM-3004399920-198801,3004.39.99.20,198801,8,8,32,3004.39.00.19;3004.39.00.82;3004.39.00.84;3004.39.00.85;3004.39.91.00;3004.39.99.20;3004.39.99.40;3004.39.99.50
IMR-3004390085-199801,imports:3004.39.00.85:1998-01,imports,3004.39.00.85,"Hormones, nes, for human use, in dosage",199801,201112,3103568844,IM-3004399920-198801,3004.39.99.20,198801,8,8,32,3004.39.00.19;3004.39.00.82;3004.39.00.84;3004.39.00.85;3004.39.91.00;3004.39.99.20;3004.39.99.40;3004.39.99.50
IMR-3004390090-199801,imports:3004.39.00.90:1998-01,imports,3004.39.00.90,"Hormones, nes, for vet use, in dosage",199801,200112,55224451,IM-3004399960-198801,3004.39.99.60,198801,2,2,34,3004.39.00.90;3004.39.99.60
IMR-3004390090-200201,imports:3004.39.00.90:2002-01,imports,3004.39.00.90,"Hormones, nes, for veterinary use, in dosage",200201,201112,201957605,IM-3004399960-198801,3004.39.99.60,198801,2,2,34,3004.39.00.90;3004.39.99.60
IMR-3004390090-201201,imports:3004.39.00.90:2012-01,imports,3004.39.00.90,"Medi,cont hormones/prod No 29.37,f vet use,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,1137588092,IM-3004399960-198801,3004.39.99.60,198801,2,2,34,3004.39.00.90;3004.39.99.60
IMR-3004391000-198802,imports:3004.39.10.00:1988-02,imports,3004.39.10.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",198802,199712,28343955,IM-3004391000-198802,3004.39.10.00,198802,3,3,77,3004.39.00.10;3004.39.00.11;3004.39.10.00
IMR-3004399100-198802,imports:3004.39.91.00:1988-02,imports,3004.39.91.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",198802,199709,288996,IM-3004399920-198801,3004.39.99.20,198801,8,8,32,3004.39.00.19;3004.39.00.82;3004.39.00.84;3004.39.00.85;3004.39.91.00;3004.39.99.20;3004.39.99.40;3004.39.99.50
IMR-3004399910-198801,imports:3004.39.99.10:1988-01,imports,3004.39.99.10,"Anterior pituitary hormones, for human use, in dosage",198801,199712,97455853,IM-3004399910-198801,3004.39.99.10,198801,3,3,31,3004.39.00.12;3004.39.00.81;3004.39.99.10
IMR-3004399920-198801,imports:3004.39.99.20:1988-01,imports,3004.39.99.20,"Posterior pituitary hormones, for human use, in dosage",198801,199712,1779924,IM-3004399920-198801,3004.39.99.20,198801,8,8,32,3004.39.00.19;3004.39.00.82;3004.39.00.84;3004.39.00.85;3004.39.91.00;3004.39.99.20;3004.39.99.40;3004.39.99.50
IMR-3004399930-198801,imports:3004.39.99.30:1988-01,imports,3004.39.99.30,"Unmixed single estrogens, for human use, in dosage",198801,199712,125015221,IM-3004399930-198801,3004.39.99.30,198801,3,3,33,3004.39.00.13;3004.39.00.83;3004.39.99.30
IMR-3004399940-198801,imports:3004.39.99.40:1988-01,imports,3004.39.99.40,"Unmixed single progestational hormones, for human use, in dosage",198801,199711,29990842,IM-3004399920-198801,3004.39.99.20,198801,8,8,32,3004.39.00.19;3004.39.00.82;3004.39.00.84;3004.39.00.85;3004.39.91.00;3004.39.99.20;3004.39.99.40;3004.39.99.50
IMR-3004399950-198801,imports:3004.39.99.50:1988-01,imports,3004.39.99.50,"Hormones, nes, for human use, in dosage",198801,199712,313061021,IM-3004399920-198801,3004.39.99.20,198801,8,8,32,3004.39.00.19;3004.39.00.82;3004.39.00.84;3004.39.00.85;3004.39.91.00;3004.39.99.20;3004.39.99.40;3004.39.99.50
IMR-3004399960-198801,imports:3004.39.99.60:1988-01,imports,3004.39.99.60,"Hormones, nes, for vet use, in dosage",198801,199712,39767037,IM-3004399960-198801,3004.39.99.60,198801,2,2,34,3004.39.00.90;3004.39.99.60
IMR-3004400010-199801,imports:3004.40.00.10:1998-01,imports,3004.40.00.10,"Codeine or its derivatives, for human use, in dosage",199801,201112,125087424,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004400020-199801,imports:3004.40.00.20:1998-01,imports,3004.40.00.20,"Vincristine, for human use, in dosage",199801,201112,17487958,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004400030-199801,imports:3004.40.00.30:1998-01,imports,3004.40.00.30,"Theophylline, for human use, in dosage",199801,201612,101935277,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004400040-199801,imports:3004.40.00.40:1998-01,imports,3004.40.00.40,"Morphine or its derivs, for human use, in dosage",199801,200112,69785960,IM-3004409050-198801,3004.40.90.50,198801,3,3,36,3004.40.00.40;3004.40.90.50;3004.49.00.10
IMR-3004400040-200201,imports:3004.40.00.40:2002-01,imports,3004.40.00.40,"Morphine or its derivatives, for human use, in dosage",200201,201612,1502374019,IM-3004409050-198801,3004.40.90.50,198801,3,3,36,3004.40.00.40;3004.40.90.50;3004.49.00.10
IMR-3004400050-199803,imports:3004.40.00.50:1998-03,imports,3004.40.00.50,"Aminophylline, for human use, in dosage",199803,201112,6586271,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004400080-199801,imports:3004.40.00.80:1998-01,imports,3004.40.00.80,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",199801,201112,47146103,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004400090-199801,imports:3004.40.00.90:1998-01,imports,3004.40.00.90,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",199801,200112,47599478,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004400090-200201,imports:3004.40.00.90:2002-01,imports,3004.40.00.90,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",200201,201612,536767110,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004401000-198803,imports:3004.40.10.00:1988-03,imports,3004.40.10.00,"Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage",198803,199712,207577,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004409011-199008,imports:3004.40.90.11:1990-08,imports,3004.40.90.11,"Codeine phosphate, for human use, in dosage",199008,199612,111515,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004409019-198801,imports:3004.40.90.19:1988-01,imports,3004.40.90.19,"Codeine or its derivs nes, for human use, in dosage",198801,199712,10263737,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004409020-198802,imports:3004.40.90.20:1988-02,imports,3004.40.90.20,"Quinidine sulphate, for human use, in dosage",198802,199707,4869341,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004409030-198802,imports:3004.40.90.30:1988-02,imports,3004.40.90.30,"Vincristine, for human use, in dosage",198802,199711,2496656,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004409040-198801,imports:3004.40.90.40:1988-01,imports,3004.40.90.40,"Theophylline, for human use, in dosage",198801,199711,9473686,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004409050-198801,imports:3004.40.90.50:1988-01,imports,3004.40.90.50,"Morphine or its derivs, for human use, in dosage",198801,199712,41902526,IM-3004409050-198801,3004.40.90.50,198801,3,3,36,3004.40.00.40;3004.40.90.50;3004.49.00.10
IMR-3004409060-199111,imports:3004.40.90.60:1991-11,imports,3004.40.90.60,"Cocaine or its derivs, for human use, in dosage",199111,199403,217467,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004409070-198805,imports:3004.40.90.70:1988-05,imports,3004.40.90.70,"Aminophylline, for human use, in dosage",198805,199712,1778947,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004409080-198802,imports:3004.40.90.80:1988-02,imports,3004.40.90.80,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",198802,199712,22494169,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004409090-198801,imports:3004.40.90.90:1988-01,imports,3004.40.90.90,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",198801,199712,172848913,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004410000-201701,imports:3004.41.00.00:2017-01,imports,3004.41.00.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",201701,202605,8250035,IM-3004410000-201701,3004.41.00.00,201701,1,1,103,3004.41.00.00
IMR-3004420000-201701,imports:3004.42.00.00:2017-01,imports,3004.42.00.00,"Medi,cont pseudoephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",201701,202606,107099130,IM-3004420000-201701,3004.42.00.00,201701,1,1,104,3004.42.00.00
IMR-3004430000-201712,imports:3004.43.00.00:2017-12,imports,3004.43.00.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",201712,202606,29252,IM-3004430000-201712,3004.43.00.00,201712,1,1,107,3004.43.00.00
IMR-3004490010-201702,imports:3004.49.00.10:2017-02,imports,3004.49.00.10,"Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",201702,202606,642087753,IM-3004409050-198801,3004.40.90.50,198801,3,3,36,3004.40.00.40;3004.40.90.50;3004.49.00.10
IMR-3004490090-201701,imports:3004.49.00.90:2017-01,imports,3004.49.00.90,"Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",201701,202606,424916016,IM-3004409019-198801,3004.40.90.19,198801,17,17,35,3004.40.00.10;3004.40.00.20;3004.40.00.30;3004.40.00.50;3004.40.00.80;3004.40.00.90;3004.40.10.00;3004.40.90.11;3004.40.90.19;3004.40.90.20;3004.40.90.30;3004.40.90.40;3004.40.90.60;3004.40.90.70;3004.40.90.80;3004.40.90.90;3004.49.00.90
IMR-3004500010-199801,imports:3004.50.00.10:1998-01,imports,3004.50.00.10,"Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc",199801,201112,37019078,IM-3004501000-198801,3004.50.10.00,198801,9,9,37,3004.50.00.10;3004.50.00.13;3004.50.00.19;3004.50.00.20;3004.50.00.50;3004.50.10.00;3004.50.91.00;3004.50.99.22;3004.50.99.30
IMR-3004500011-201201,imports:3004.50.00.11:2012-01,imports,3004.50.00.11,"Medi,cont single vitamin,not mixed,f human,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,345534495,IM-3004509911-198801,3004.50.99.11,198801,7,7,38,3004.50.00.11;3004.50.00.31;3004.50.00.32;3004.50.00.39;3004.50.99.11;3004.50.99.12;3004.50.99.19
IMR-3004500012-201201,imports:3004.50.00.12:2012-01,imports,3004.50.00.12,"Medi,cont 1 vitamin,mix w o supplements,f human use,doses/frs,o/t No 30.02/05/06",201201,202606,182598539,IM-3004509920-199001,3004.50.99.20,199001,3,3,80,3004.50.00.12;3004.50.00.40;3004.50.99.20
IMR-3004500013-201201,imports:3004.50.00.13:2012-01,imports,3004.50.00.13,"Medicaments cont multivitamins not mixed with other suppl,for hum use,in dosage",201201,201612,20568179,IM-3004501000-198801,3004.50.10.00,198801,9,9,37,3004.50.00.10;3004.50.00.13;3004.50.00.19;3004.50.00.20;3004.50.00.50;3004.50.10.00;3004.50.91.00;3004.50.99.22;3004.50.99.30
